instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed
9503,2012-02-05,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194
9504,2012-02-05,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045
9505,2012-02-05,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045
9506,2012-02-05,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343
9507,2012-02-06,1,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343
9508,2012-02-06,1,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896
9509,2012-02-06,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0.0
9510,2012-02-06,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045
9511,2012-02-06,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045
9512,2012-02-06,1,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045
9513,2012-02-06,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045
9514,2012-02-06,1,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343
9515,2012-02-06,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045
9516,2012-02-06,1,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045
9517,2012-02-06,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343
9518,2012-02-06,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642
9519,2012-02-06,1,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239
9520,2012-02-06,1,1,2,14,0,1,1,1,0.4,0.4091,0.35,0.1642
9521,2012-02-06,1,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836
9522,2012-02-06,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537
9523,2012-02-06,1,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537
9524,2012-02-06,1,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239
9525,2012-02-06,1,1,2,19,0,1,1,1,0.36,0.3333,0.43,0.2537
9526,2012-02-06,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642
9527,2012-02-06,1,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642
9528,2012-02-06,1,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343
9529,2012-02-06,1,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343
9530,2012-02-07,1,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.194
9531,2012-02-07,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343
9532,2012-02-07,1,1,2,2,0,2,1,1,0.3,0.3333,0.61,0.0
9533,2012-02-07,1,1,2,3,0,2,1,2,0.3,0.3333,0.7,0.0
9534,2012-02-07,1,1,2,4,0,2,1,2,0.3,0.3333,0.7,0.0
9535,2012-02-07,1,1,2,5,0,2,1,1,0.32,0.3333,0.49,0.0896
9536,2012-02-07,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985
9537,2012-02-07,1,1,2,7,0,2,1,1,0.32,0.3485,0.45,0.0
9538,2012-02-07,1,1,2,8,0,2,1,1,0.3,0.3182,0.49,0.0
9539,2012-02-07,1,1,2,9,0,2,1,1,0.32,0.3333,0.49,0.0
9540,2012-02-07,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642
9541,2012-02-07,1,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.194
9542,2012-02-07,1,1,2,12,0,2,1,1,0.4,0.4091,0.4,0.3284
9543,2012-02-07,1,1,2,13,0,2,1,1,0.44,0.4394,0.38,0.2537
9544,2012-02-07,1,1,2,14,0,2,1,1,0.44,0.4394,0.38,0.2537
9545,2012-02-07,1,1,2,15,0,2,1,1,0.44,0.4394,0.38,0.194
9546,2012-02-07,1,1,2,16,0,2,1,1,0.44,0.4394,0.35,0.2537
9547,2012-02-07,1,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194
9548,2012-02-07,1,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194
9549,2012-02-07,1,1,2,19,0,2,1,1,0.38,0.3939,0.43,0.2239
9550,2012-02-07,1,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343
9551,2012-02-07,1,1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045
9552,2012-02-07,1,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194
9553,2012-02-07,1,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343
9554,2012-02-08,1,1,2,0,0,3,1,1,0.3,0.2879,0.56,0.2239
9555,2012-02-08,1,1,2,1,0,3,1,1,0.28,0.2727,0.61,0.1642
9556,2012-02-08,1,1,2,2,0,3,1,1,0.26,0.303,0.65,0.0
9557,2012-02-08,1,1,2,3,0,3,1,1,0.26,0.303,0.65,0.0
9558,2012-02-08,1,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896
9559,2012-02-08,1,1,2,5,0,3,1,1,0.24,0.2576,0.7,0.0896
9560,2012-02-08,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0.0
9561,2012-02-08,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045
9562,2012-02-08,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239
9563,2012-02-08,1,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642
9564,2012-02-08,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239
9565,2012-02-08,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239
9566,2012-02-08,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836
9567,2012-02-08,1,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045
9568,2012-02-08,1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642
9569,2012-02-08,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045
9570,2012-02-08,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045
9571,2012-02-08,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045
9572,2012-02-08,1,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045
9573,2012-02-08,1,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045
9574,2012-02-08,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343
9575,2012-02-08,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194
9576,2012-02-08,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343
9577,2012-02-08,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642
9578,2012-02-09,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642
9579,2012-02-09,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343
9580,2012-02-09,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343
9581,2012-02-09,1,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836
9582,2012-02-09,1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478
9583,2012-02-09,1,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836
9584,2012-02-09,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836
9585,2012-02-09,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537
9586,2012-02-09,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537
9587,2012-02-09,1,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239
9588,2012-02-09,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239
9589,2012-02-09,1,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239
9590,2012-02-09,1,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284
9591,2012-02-09,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284
9592,2012-02-09,1,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985
9593,2012-02-09,1,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985
9594,2012-02-09,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0.0
9595,2012-02-09,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343
9596,2012-02-09,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642
9597,2012-02-09,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045
9598,2012-02-09,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,0.0
9599,2012-02-09,1,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896
9600,2012-02-09,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0.0
9601,2012-02-09,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0.0
9602,2012-02-10,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896
9603,2012-02-10,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896
9604,2012-02-10,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896
9605,2012-02-10,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896
9606,2012-02-10,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896
9607,2012-02-10,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239
9608,2012-02-10,1,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194
9609,2012-02-10,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642
9610,2012-02-10,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642
9611,2012-02-10,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642
9612,2012-02-10,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343
9613,2012-02-10,1,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045
9614,2012-02-10,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343
9615,2012-02-10,1,1,2,13,0,5,1,2,0.3,0.3182,0.42,0.0896
9616,2012-02-10,1,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896
9617,2012-02-10,1,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343
9618,2012-02-10,1,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537
9619,2012-02-10,1,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194
9620,2012-02-10,1,1,2,18,0,5,1,3,0.3,0.303,0.61,0.1343
9621,2012-02-10,1,1,2,19,0,5,1,2,0.32,0.3485,0.57,0.0
9622,2012-02-10,1,1,2,20,0,5,1,2,0.32,0.3485,0.57,0.0
9623,2012-02-10,1,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896
9624,2012-02-10,1,1,2,22,0,5,1,2,0.32,0.3485,0.66,0.0
9625,2012-02-10,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896
9626,2012-02-11,1,1,2,0,0,6,0,2,0.3,0.303,0.7,0.1343
9627,2012-02-11,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343
9628,2012-02-11,1,1,2,2,0,6,0,3,0.26,0.2576,0.81,0.194
9629,2012-02-11,1,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239
9630,2012-02-11,1,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239
9631,2012-02-11,1,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642
9632,2012-02-11,1,1,2,6,0,6,0,3,0.22,0.2273,0.93,0.1343
9633,2012-02-11,1,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343
9634,2012-02-11,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343
9635,2012-02-11,1,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045
9636,2012-02-11,1,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045
9637,2012-02-11,1,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045
9638,2012-02-11,1,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642
9639,2012-02-11,1,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836
9640,2012-02-11,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537
9641,2012-02-11,1,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985
9642,2012-02-11,1,1,2,16,0,6,0,3,0.22,0.197,0.75,0.4179
9643,2012-02-11,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627
9644,2012-02-11,1,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567
9645,2012-02-11,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522
9646,2012-02-11,1,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522
9647,2012-02-11,1,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418
9648,2012-02-11,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881
9649,2012-02-11,1,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925
9650,2012-02-12,1,1,2,0,0,0,0,3,0.1,0.0758,0.68,0.3881
9651,2012-02-12,1,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627
9652,2012-02-12,1,1,2,2,0,0,0,2,0.1,0.0606,0.58,0.5821
9653,2012-02-12,1,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866
9654,2012-02-12,1,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164
9655,2012-02-12,1,1,2,5,0,0,0,1,0.1,0.0758,0.49,0.3881
9656,2012-02-12,1,1,2,6,0,0,0,1,0.1,0.0758,0.49,0.3881
9657,2012-02-12,1,1,2,7,0,0,0,1,0.08,0.0909,0.53,0.194
9658,2012-02-12,1,1,2,8,0,0,0,1,0.08,0.0758,0.53,0.2537
9659,2012-02-12,1,1,2,9,0,0,0,1,0.1,0.0909,0.49,0.2985
9660,2012-02-12,1,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582
9661,2012-02-12,1,1,2,11,0,0,0,1,0.12,0.1061,0.42,0.2985
9662,2012-02-12,1,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418
9663,2012-02-12,1,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478
9664,2012-02-12,1,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224
9665,2012-02-12,1,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522
9666,2012-02-12,1,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627
9667,2012-02-12,1,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179
9668,2012-02-12,1,1,2,18,0,0,0,1,0.16,0.1212,0.4,0.4627
9669,2012-02-12,1,1,2,19,0,0,0,1,0.16,0.1364,0.4,0.2836
9670,2012-02-12,1,1,2,20,0,0,0,1,0.14,0.1212,0.42,0.3284
9671,2012-02-12,1,1,2,21,0,0,0,1,0.14,0.1212,0.43,0.2985
9672,2012-02-12,1,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642
9673,2012-02-12,1,1,2,23,0,0,0,1,0.14,0.1364,0.43,0.2239
9674,2012-02-13,1,1,2,0,0,1,1,1,0.14,0.1364,0.46,0.2239
9675,2012-02-13,1,1,2,1,0,1,1,1,0.12,0.1212,0.5,0.2239
9676,2012-02-13,1,1,2,2,0,1,1,1,0.14,0.1364,0.46,0.194
9677,2012-02-13,1,1,2,3,0,1,1,1,0.12,0.1515,0.54,0.1045
9678,2012-02-13,1,1,2,4,0,1,1,1,0.12,0.1667,0.54,0.0896
9679,2012-02-13,1,1,2,5,0,1,1,1,0.1,0.1212,0.58,0.1343
9680,2012-02-13,1,1,2,6,0,1,1,1,0.1,0.1061,0.54,0.2239
9681,2012-02-13,1,1,2,7,0,1,1,1,0.1,0.1061,0.54,0.194
9682,2012-02-13,1,1,2,8,0,1,1,1,0.1,0.1212,0.54,0.1343
9683,2012-02-13,1,1,2,9,0,1,1,1,0.12,0.1364,0.5,0.194
9684,2012-02-13,1,1,2,10,0,1,1,1,0.14,0.1515,0.5,0.1343
9685,2012-02-13,1,1,2,11,0,1,1,1,0.22,0.2273,0.37,0.194
9686,2012-02-13,1,1,2,12,0,1,1,1,0.28,0.2576,0.28,0.3284
9687,2012-02-13,1,1,2,13,0,1,1,1,0.32,0.303,0.22,0.2239
9688,2012-02-13,1,1,2,14,0,1,1,1,0.34,0.3485,0.23,0.1045
9689,2012-02-13,1,1,2,15,0,1,1,1,0.36,0.3485,0.27,0.1343
9690,2012-02-13,1,1,2,16,0,1,1,1,0.36,0.3485,0.23,0.194
9691,2012-02-13,1,1,2,17,0,1,1,1,0.36,0.3485,0.23,0.194
9692,2012-02-13,1,1,2,18,0,1,1,1,0.34,0.3182,0.25,0.2537
9693,2012-02-13,1,1,2,19,0,1,1,1,0.34,0.3333,0.25,0.1343
9694,2012-02-13,1,1,2,20,0,1,1,1,0.3,0.303,0.42,0.1642
9695,2012-02-13,1,1,2,21,0,1,1,1,0.28,0.2879,0.45,0.1343
9696,2012-02-13,1,1,2,22,0,1,1,1,0.26,0.2727,0.56,0.1045
9697,2012-02-13,1,1,2,23,0,1,1,1,0.28,0.3182,0.41,0.0
9698,2012-02-14,1,1,2,0,0,2,1,2,0.26,0.303,0.6,0.0
9699,2012-02-14,1,1,2,1,0,2,1,2,0.26,0.303,0.56,0.0
9700,2012-02-14,1,1,2,2,0,2,1,2,0.28,0.3182,0.41,0.0
9701,2012-02-14,1,1,2,3,0,2,1,2,0.26,0.303,0.52,0.0
9702,2012-02-14,1,1,2,4,0,2,1,2,0.26,0.2727,0.65,0.1045
9703,2012-02-14,1,1,2,5,0,2,1,2,0.26,0.2727,0.65,0.1045
9704,2012-02-14,1,1,2,6,0,2,1,2,0.26,0.303,0.56,0.0
9705,2012-02-14,1,1,2,7,0,2,1,2,0.24,0.2576,0.6,0.0896
9706,2012-02-14,1,1,2,8,0,2,1,2,0.24,0.2879,0.7,0.0
9707,2012-02-14,1,1,2,9,0,2,1,2,0.26,0.2879,0.56,0.0896
9708,2012-02-14,1,1,2,10,0,2,1,2,0.26,0.2727,0.6,0.1343
9709,2012-02-14,1,1,2,11,0,2,1,2,0.3,0.303,0.45,0.1642
9710,2012-02-14,1,1,2,12,0,2,1,2,0.3,0.2879,0.52,0.2239
9711,2012-02-14,1,1,2,13,0,2,1,2,0.36,0.3333,0.4,0.2537
9712,2012-02-14,1,1,2,14,0,2,1,1,0.4,0.4091,0.4,0.2239
9713,2012-02-14,1,1,2,15,0,2,1,2,0.42,0.4242,0.38,0.4478
9714,2012-02-14,1,1,2,16,0,2,1,1,0.42,0.4242,0.35,0.2985
9715,2012-02-14,1,1,2,17,0,2,1,1,0.42,0.4242,0.38,0.3582
9716,2012-02-14,1,1,2,18,0,2,1,2,0.38,0.3939,0.46,0.2985
9717,2012-02-14,1,1,2,19,0,2,1,2,0.36,0.3485,0.5,0.1642
9718,2012-02-14,1,1,2,20,0,2,1,2,0.38,0.3939,0.46,0.1343
9719,2012-02-14,1,1,2,21,0,2,1,2,0.36,0.3636,0.5,0.1045
9720,2012-02-14,1,1,2,22,0,2,1,2,0.36,0.3636,0.5,0.1045
9721,2012-02-14,1,1,2,23,0,2,1,2,0.36,0.3636,0.5,0.0896
9722,2012-02-15,1,1,2,0,0,3,1,1,0.32,0.3485,0.57,0.0
9723,2012-02-15,1,1,2,1,0,3,1,1,0.34,0.3636,0.53,0.0
9724,2012-02-15,1,1,2,2,0,3,1,1,0.3,0.3333,0.61,0.0
9725,2012-02-15,1,1,2,3,0,3,1,1,0.28,0.3182,0.75,0.0
9726,2012-02-15,1,1,2,4,0,3,1,1,0.28,0.2879,0.7,0.1045
9727,2012-02-15,1,1,2,5,0,3,1,1,0.28,0.2879,0.7,0.1045
9728,2012-02-15,1,1,2,6,0,3,1,1,0.3,0.303,0.61,0.1343
9729,2012-02-15,1,1,2,7,0,3,1,2,0.3,0.2879,0.65,0.194
9730,2012-02-15,1,1,2,8,0,3,1,1,0.32,0.2879,0.61,0.3582
9731,2012-02-15,1,1,2,9,0,3,1,1,0.32,0.303,0.61,0.3284
9732,2012-02-15,1,1,2,10,0,3,1,1,0.34,0.303,0.57,0.2985
9733,2012-02-15,1,1,2,11,0,3,1,1,0.36,0.3333,0.53,0.2836
9734,2012-02-15,1,1,2,12,0,3,1,1,0.38,0.3939,0.46,0.3881
9735,2012-02-15,1,1,2,13,0,3,1,1,0.4,0.4091,0.43,0.2836
9736,2012-02-15,1,1,2,14,0,3,1,1,0.42,0.4242,0.41,0.3582
9737,2012-02-15,1,1,2,15,0,3,1,1,0.42,0.4242,0.41,0.2239
9738,2012-02-15,1,1,2,16,0,3,1,1,0.42,0.4242,0.38,0.194
9739,2012-02-15,1,1,2,17,0,3,1,1,0.42,0.4242,0.38,0.194
9740,2012-02-15,1,1,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239
9741,2012-02-15,1,1,2,19,0,3,1,1,0.38,0.3939,0.43,0.1642
9742,2012-02-15,1,1,2,20,0,3,1,1,0.36,0.3485,0.46,0.1642
9743,2012-02-15,1,1,2,21,0,3,1,1,0.34,0.3333,0.53,0.1642
9744,2012-02-15,1,1,2,22,0,3,1,1,0.34,0.3485,0.49,0.1045
9745,2012-02-15,1,1,2,23,0,3,1,1,0.34,0.3485,0.53,0.0896
9746,2012-02-16,1,1,2,0,0,4,1,2,0.3,0.303,0.7,0.1343
9747,2012-02-16,1,1,2,1,0,4,1,2,0.3,0.3333,0.7,0.0
9748,2012-02-16,1,1,2,2,0,4,1,2,0.3,0.3182,0.7,0.0896
9749,2012-02-16,1,1,2,3,0,4,1,2,0.3,0.3333,0.61,0.0
9750,2012-02-16,1,1,2,4,0,4,1,3,0.3,0.3182,0.7,0.0896
9751,2012-02-16,1,1,2,5,0,4,1,2,0.3,0.3333,0.7,0.0
9752,2012-02-16,1,1,2,6,0,4,1,2,0.3,0.3182,0.7,0.0896
9753,2012-02-16,1,1,2,7,0,4,1,2,0.3,0.303,0.7,0.1343
9754,2012-02-16,1,1,2,8,0,4,1,2,0.3,0.3182,0.7,0.0896
9755,2012-02-16,1,1,2,9,0,4,1,2,0.3,0.303,0.7,0.1642
9756,2012-02-16,1,1,2,10,0,4,1,3,0.32,0.3333,0.7,0.1343
9757,2012-02-16,1,1,2,11,0,4,1,3,0.32,0.3333,0.7,0.1045
9758,2012-02-16,1,1,2,12,0,4,1,3,0.32,0.3333,0.76,0.0896
9759,2012-02-16,1,1,2,13,0,4,1,3,0.34,0.3182,0.71,0.2537
9760,2012-02-16,1,1,2,14,0,4,1,3,0.32,0.3182,0.81,0.194
9761,2012-02-16,1,1,2,15,0,4,1,3,0.34,0.3636,0.76,0.0
9762,2012-02-16,1,1,2,16,0,4,1,3,0.34,0.3636,0.81,0.0
9763,2012-02-16,1,1,2,17,0,4,1,3,0.34,0.3636,0.87,0.0
9764,2012-02-16,1,1,2,18,0,4,1,3,0.34,0.3333,0.87,0.1343
9765,2012-02-16,1,1,2,19,0,4,1,2,0.32,0.3182,0.87,0.1642
9766,2012-02-16,1,1,2,20,0,4,1,2,0.32,0.3333,0.87,0.1343
9767,2012-02-16,1,1,2,21,0,4,1,2,0.34,0.3485,0.81,0.1045
9768,2012-02-16,1,1,2,22,0,4,1,2,0.32,0.3485,0.81,0.0
9769,2012-02-16,1,1,2,23,0,4,1,1,0.32,0.3333,0.81,0.0896
9770,2012-02-17,1,1,2,0,0,5,1,2,0.3,0.3333,0.87,0.0
9771,2012-02-17,1,1,2,1,0,5,1,2,0.3,0.3333,0.93,0.0
9772,2012-02-17,1,1,2,2,0,5,1,2,0.3,0.3182,0.93,0.1045
9773,2012-02-17,1,1,2,3,0,5,1,2,0.28,0.2879,0.93,0.1045
9774,2012-02-17,1,1,2,4,0,5,1,2,0.28,0.2727,0.93,0.194
9775,2012-02-17,1,1,2,5,0,5,1,2,0.28,0.2727,0.93,0.1642
9776,2012-02-17,1,1,2,6,0,5,1,2,0.28,0.2879,0.96,0.1343
9777,2012-02-17,1,1,2,7,0,5,1,2,0.28,0.2879,0.93,0.1045
9778,2012-02-17,1,1,2,8,0,5,1,2,0.26,0.303,1.0,0.0
9779,2012-02-17,1,1,2,9,0,5,1,2,0.26,0.303,1.0,0.0
9780,2012-02-17,1,1,2,10,0,5,1,1,0.34,0.3182,0.71,0.2836
9781,2012-02-17,1,1,2,11,0,5,1,1,0.36,0.3333,0.62,0.4179
9782,2012-02-17,1,1,2,12,0,5,1,1,0.38,0.3939,0.46,0.3881
9783,2012-02-17,1,1,2,13,0,5,1,1,0.4,0.4091,0.43,0.3582
9784,2012-02-17,1,1,2,14,0,5,1,1,0.4,0.4091,0.37,0.3582
9785,2012-02-17,1,1,2,15,0,5,1,1,0.42,0.4242,0.35,0.4179
9786,2012-02-17,1,1,2,16,0,5,1,1,0.42,0.4242,0.32,0.2985
9787,2012-02-17,1,1,2,17,0,5,1,1,0.42,0.4242,0.32,0.3284
9788,2012-02-17,1,1,2,18,0,5,1,1,0.4,0.4091,0.35,0.2537
9789,2012-02-17,1,1,2,19,0,5,1,1,0.38,0.3939,0.37,0.2239
9790,2012-02-17,1,1,2,20,0,5,1,1,0.4,0.4091,0.35,0.194
9791,2012-02-17,1,1,2,21,0,5,1,1,0.38,0.3939,0.37,0.194
9792,2012-02-17,1,1,2,22,0,5,1,1,0.36,0.3485,0.4,0.2239
9793,2012-02-17,1,1,2,23,0,5,1,1,0.36,0.3485,0.4,0.194
9794,2012-02-18,1,1,2,0,0,6,0,1,0.34,0.3333,0.42,0.1642
9795,2012-02-18,1,1,2,1,0,6,0,1,0.32,0.3182,0.49,0.1642
9796,2012-02-18,1,1,2,2,0,6,0,1,0.3,0.2879,0.61,0.2537
9797,2012-02-18,1,1,2,3,0,6,0,1,0.28,0.2879,0.65,0.1045
9798,2012-02-18,1,1,2,4,0,6,0,1,0.26,0.303,0.7,0.0
9799,2012-02-18,1,1,2,5,0,6,0,1,0.24,0.2576,0.7,0.0896
9800,2012-02-18,1,1,2,6,0,6,0,1,0.24,0.2879,0.7,0.0
9801,2012-02-18,1,1,2,7,0,6,0,1,0.24,0.2879,0.7,0.0
9802,2012-02-18,1,1,2,8,0,6,0,1,0.22,0.2727,0.87,0.0
9803,2012-02-18,1,1,2,9,0,6,0,1,0.22,0.2424,0.8,0.1045
9804,2012-02-18,1,1,2,10,0,6,0,1,0.26,0.2727,0.81,0.1045
9805,2012-02-18,1,1,2,11,0,6,0,1,0.32,0.3333,0.57,0.1343
9806,2012-02-18,1,1,2,12,0,6,0,1,0.36,0.3485,0.43,0.194
9807,2012-02-18,1,1,2,13,0,6,0,1,0.4,0.4091,0.43,0.2836
9808,2012-02-18,1,1,2,14,0,6,0,1,0.44,0.4394,0.35,0.3582
9809,2012-02-18,1,1,2,15,0,6,0,1,0.42,0.4242,0.41,0.2537
9810,2012-02-18,1,1,2,16,0,6,0,1,0.44,0.4394,0.44,0.3284
9811,2012-02-18,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836
9812,2012-02-18,1,1,2,18,0,6,0,1,0.46,0.4545,0.38,0.2985
9813,2012-02-18,1,1,2,19,0,6,0,1,0.44,0.4394,0.44,0.1642
9814,2012-02-18,1,1,2,20,0,6,0,1,0.44,0.4394,0.44,0.1642
9815,2012-02-18,1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985
9816,2012-02-18,1,1,2,22,0,6,0,1,0.4,0.4091,0.4,0.4478
9817,2012-02-18,1,1,2,23,0,6,0,2,0.36,0.3333,0.4,0.3881
9818,2012-02-19,1,1,2,0,0,0,0,2,0.34,0.303,0.39,0.3582
9819,2012-02-19,1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537
9820,2012-02-19,1,1,2,2,0,0,0,2,0.3,0.2879,0.36,0.2836
9821,2012-02-19,1,1,2,3,0,0,0,2,0.3,0.2879,0.36,0.2239
